30
0 5.9
0.0954545 5.7997
0.0636364 5.6325
0.0318182 5.5656
0 5.4987
0.127273 5.365
0.190909 5.0975
0 4.96375
0.0636364 4.89687
0.0954545 4.83
0.159091 4.76312
0.318182 4.5625
0.509091 4.42875
0.572727 4.36187
0.636364 4.32844
0.827273 4.22812
0.7 4.16125
0.763636 4.09437
0.954545 3.96062
1.33636 3.62625
1.59091 3.29188
1.75 2.89063
1.71818 2.55625
1.59091 2.22187
1.46364 2.08812
1.46364 1.82063
1.59091 1.68688
1.46364 1.55313
1.46364 0.0
0.0 0.0   
       


